嚓嚓嚓	晋献公
switch backside	厄斯密txt
前刃	钱任
switch backside	three去buy class
frontside	装塞的
圈数	拳术
向前翻	向前饭
还有11位	还有11倍
圈数最少	参数最少
坡面障碍技巧	我们一张技巧
1620	E620
起跳	10条
板底	蓝题
triple	崔宝
有点没收住	有点没受住
只做14	制作意思
这跳分数	这条分数
冰墩墩	病伦敦
稳一轮	问一轮
坡面障碍技巧	我们障碍技巧
frontside	弗伦萨
外转	外传
1234圈半	1234圈吧
稳一轮14	稳一轮10次
switch backside	所以taxi
5.0	舞点0
手的摸雪	手的默许
上一轮	上海人
需要等	学校等
小曲腿	小气腿
半壁	半并
大跳台	大倒台
转体加团身	转体家团身
转体加团身	转体家团身
磕不住刃	ke不住阵
第2个full	第2个泡
带点刃	带点认
前两跳	前两条
触雪	出雪
1440	144领
先落	馅落
一起落	一起录
double	大宝
腾起来	疼起来
直体后空翻	子体后空翻
Lay full full	累否
没镶住	没相助
无缘决赛	无人决赛
two full	托福
没有雪花	没有水花
先决出来	先觉出来
double full	大抱负
俄奥队的	主要对的
直体后空翻	磁体后空翻
前刃外转	显示外转
第一个是lay	第一个是累
full full	夫妇
晋级线	进极限
720两周	720两艘
桃桃	淘淘
第四跳	第四条
lay full	left
他lay	它累
两周台	两头台
两个直体动作	两个肢体动作
运动员	训动员
Lay Tuck Full	勒塔可
Tuck	park
看冬奥上咪咕	看冬奥上冰工
直体空翻	实体空翻
直体	磁体
tail grab	海尔馆
苏翊鸣	苏一鸣
对阵	队镇
Lay Full Tuck	类txt
比拼	B撇
Lay full	类否
第一周	第1艘
加比·阿什	加比10
直腿落	直垂落
360接720	360届720
曲腿	去退
一Lay没问题	一类没问题
lay tuck	let us
再次感谢	再次感谢
左脚在前	佛教在线
转体360 full	转体360负
夏季项目	下级项目
大输血	大输雪
back full	白科夫
Lay full full	雷夫妇
触雪	出雪
直体后空翻	子底部公关
第一周的lay	第一周的累
full double full	幅W富
lay full full	累错错
摔一下	衰一下
团身转体	浑身转体
full double full	夫W付
Tuck	tax
full double full	FW否
full full full	负负负
桃桃	陶陶
Lay Tuck Full	雷塔客服
lay full	雷佛
同岁	桐岁
一个full	一个缝
Full	缝
中国首金	关注首金
full full	拨号
两周台里	两周拍隶
第2周	第2艘
lay full full	雷婆婆
这个lay做得	这个类做得
这个lay	这个类
一个full	一个副
double full full	W夫妇
跃升	月升
tuck full	他可否
丹尼尔斯科特	单讲斯科特
Lay Tuck Full	雷塔克佛
tuck	tag
tuck	他刻
tuck	tat
tuck full	task for
三组动作	三读动作
决完	绝完
雪服	学服
lay full	勒佛
double full	大包袱
full full full	夫夫妇
劳拉皮尔	好拉皮不
孔凡钰	宽裕
怒吼声	怒好声
胡斯科娃	胡思科
冬奥会	多汇
徐梦桃	畜牧
北京冬奥会	北分装会
雪里	穴里
一身	意身
不拼没有出路	不拼没有事
一次感受	一次感受
激情之后	畸形之后
几次感受	几次感受
熊猫	雪包
V字	微字
苏翊鸣	所以名
对阵	对震
邱老师	求赵毅
dory	tory
孙楷智	孙开志
孙楷智	申开志
孙楷智	心开智
孙楷智	孙恺之
成绩的选手	成绩的学生
父亲的去世	父亲的趋势
第三滑	第三还
坡面障碍	国民张
转够	转购
正滑	重罚
cork 720	烤漆
抓板时机	抓满时机
正滑滑向	中华好像
后段	河段
抓板尾	传板尾
很稳	陈文
抓斜了	抓邪了
mute抓板	比如抓板
加油	小由
道具区	道进去
double cork 1080	靠1080
单脚呲	单叫次
脚搭了一下	叫搭了一下
瑞士	黑式
谷爱凌	怪灵
爱玲	爱钉
爱玲公主	爱钉宫主
雪上之舞	雪上之五
铁杆道具	题干道具
必胜美味	必胜每位
爱玲	A0
一点点低	一点点D
冰墩墩	金墩墩
天赋	先富
坡面障碍	国美障碍
天赋	先富
谷爱凌	观临
谷爱凌	观临
5G冰雪	物极冰雪
5G	武极
5G	物极
5G数字人	五技术人
李纯健	李恒建
纯健	权健
横呲	恒吃
还垫场	还电厂
transfer	川sir
misty	米丝T
上接	上街
结果	接果
分数	分速度
横呲	能思
misty	mr
triple cork	垂不靠Q
triple cork	吹过靠
triple cork	triple靠
右转的	有转的
转	砖
坡面障碍	婚缘障碍
坡面障碍	和平障碍
放大镜	放大镜
反拧	凡宁
呲那个	吃那个
肌肉拉伤	肌肉拉烧
呲到	吃到
2条腿	2跳腿
两条腿	两跳腿
triple cork1440	车号1440
左转的	流转的
butter	巴特
拉伤	拉烧
triple cork	垂不靠
滑雪	话学
卡刃	卡认
再接	卡刃
叉队	差对
mute抓板	缪托抓板
mute抓板	缪托抓板
想进决赛	相机决赛
斜形	携行
double cork	大伯Q
double cork	打括号
有点后坐	有点合作
多难	多男
爱凌	按铃
倒滑右转	倒滑流砖
多男性	多男性
多男子	多男子
double cork	大括号
自信的表情	自信的标签
多男女	多男女
double cork 1260	咱们靠60
double cork 1260	咱们靠60
撵转	年转
板尾	摆尾
板尾	摆尾
选手	选水
一次铜牌	一次同台
选手	选水
一次同台竞技	一次同台竞技
一次同台PK	一次同台PK
一次同台竞争	一次同台竞争
世界杯的银牌	世界杯的研讨
太可惜了	太稀了
坡面障碍技巧	本院障碍技巧
斜的角度	鞋的角度
侧上	侧商
侧上	侧商
叉队	陈锐
凭难度	平南渡
Japan抓板	这篇抓板
第一个道具	第一个证据
第一个道具	第一个证据
这是第一个证据	这是第一个证据
转更多的圈数	赚更多的圈数
看第一个证据	看第一个证据
接横呲	结合词
又怎么好	U怎么好
动作圆满	动作原码
接横呲	结合词
单板双板	档案双板
落偏了	罗偏了
横呲360	能吃360
横呲360	能吃360
横呲180	能吃180
横呲180	能吃180
即是比赛也是	计时比赛也是
倒滑左转	到达左转
倒滑左转	到达左转
挤了一位了	挤了一维勒
没落好	梅洛好
没落好	梅洛，好
坡面障碍技巧	头面障碍技巧
转的多	赚的多
转的多	赚的多
倒滑横呲	哈糖吃
倒滑横呲	哈糖吃
苏翊鸣	属于明
苏翊鸣	属于明
属于明白人	属于明白人
道具	刀具
管制刀具	管制刀具
空翻	空泛
横呲	行思
横呲	行思
落地有点影响	老弟有点印象
落地有点影响	老弟有点印象
double cork	大包括k
double cork	大包括k
看慢放	干嘛放
干嘛放歌	干嘛放歌
干嘛放音乐	干嘛放音乐
竞技的心	禁忌的心
倒滑左转	的话左转
倒滑左转	的话左转
坡面障碍	会员障碍
倒滑	倒花
四周1260	苏州1260
四周1260	苏州1260
拖泥带雪	托尼带雪
180	礼拜八
难度的坡	难度的朋友
难度的坡	难度的朋友
再接一个	在建一个
再接一个	在建一个
360上	362上
360上	362上
630下	礼拜三下
630下	礼拜三下
73	七时三
71	七时一
72	七时二
水平	水瓶
水瓶座	水瓶座
横呲	能吃
横呲	能吃
能吃很多	能吃很多
能吃一些	能吃一些
74	七时四
75	七时五
76	七时六
77	七时七
78	七时八
79	七时九
仅差	金差
1440	友440
1440	友440
失误有点大	是雾有点大
空翻	口翻
空翻	口翻
雪场滑手	雪场发售
呲起这么大	私企这么大
呲起这么大	私企这么大
最好跳次	最好挑刺
最好跳次	最好挑刺
270	二外骑
向后偏	香后片
1分	亿分
备战	备站
1秒	亿秒
无畏	无谓
给出的是	给出的事
720接	720街
这跳	这票
稳定军心	稳定顺心
double full full	达克full full
起跳指令	几跳指令
寄予厚望	聚厚望
720	782
double	大保
double	大伯
540	500四
540	500驷
landing	蓝鼎
拼细节	瓶细节
来自俄奥队	来自奥队
王心迪	王希明
双方的拼争	双方的凭证
中错	钟错
布洛夫	胡萝卜
又比拼	U比拼
脚着陆	缴着陆
中错	钟厝
佳旭	家训
激动	鸡东
激动	鸡动
激动	鸡冻
孙佳旭	陈佳器
double full full	打buff
加拿大运动员	加大运动员
跃起	乐器
腿屈到	腿渠道
竞争实力	竞争词
空中姿态	空中资产
很有科学	很有科学
裁判楼	查房楼
翻过了	犯过了
接360	减360
滑行上	滑先生
屈腿	区推
摆幅	百福
7号弯	7号玩
14号弯	14号万
11号弯	11号万
王心迪	王新比
出弯早	除完澡
13号弯	时尚弯
出发成绩	突发成绩
孙佳旭	孙嘉欣
3号弯	3号晚
13弯	13万
鸡血	鸡血
号弯	号玩
出发	处方
14号弯	14号问
八弯	八万
七弯	七万
六弯	六万
九弯	九万
回旋弯	回旋完
十弯	十万
十一弯	十一万
十二弯	十二万
十三弯	十三万
号弯	号晚
8弯	8万
两个弯	两个万
3弯	3万
7弯	7万
6弯	6万
5弯	5万
4弯	4万
2弯	2万
最终弯	最终完
9弯	9万
10弯	10万
11弯	11万
12弯	12万
14弯	14万
回旋弯	原文写完
教练员是	教练袁氏
雪车	许sir
滑完	华娃
是的	死的
出弯	吃完
回旋弯	回泉弯
最终完全	最终完全
最终完赛	最终完赛
最终完成	最终完成
号弯	号文
号弯	毫安
回旋弯	5000万
轮是	轮士
轮士气	轮士气
个弯	国按
回旋弯	胡宪文
号弯	好玩
很好玩	很好玩
比较好玩	比较好玩
觉得好玩	觉得好玩
撞上屋顶	装上屋顶
出弯	出玩
timing	太敏
太敏感	太敏感
太敏锐	太敏锐
timing	邰敏
timing	开闽
timing	汤敏
timing	台铭
郭台铭	郭台铭
弯	万
万一	万一
必撞	B装
必撞	B撞
出弯	除按
78	洗澡
出弯	足万
又撞	又壮
号弯	号搬
非常稳	赔偿我
孙楷智	孙开智
Meet GU	迷途
Meet GU	meet股
Meet GU	miss贾
meet GU	密特股
meet GU	密特谷
Meet GU	米兔
meet GU	秘股
Meet GU	密度股
Meet GU	密度不
Meet GU	me的鼓
Meet GU	米勒骨
Meet GU	米特古
Meet GU	米特谷
Meet GU	比特股
Meet GU	米特苦
Meet GU	米的古
Meet GU	比特哭
meet GU	梅特谷
Meet GU	米特酷
meet GU	miss古
meet GU	meet鼓
数智人meet gu	数智人民组织
meet gu 手办	密特、鼓手、半
meet GU	密鼓
Meet GU	B的股
Meet GU	密切股
Meet GU	密集股
Meet GU	芋头古
Meet GU	me退股
Meet GU	你的股
Meet GU	Meet A股
出弯	除完
前位选手	请位选手
出弯	出关
号弯	号安
出弯	秋安
一开始	E开始
前	钱
七八	西八
撞击	装机
车是	车市
跳完车	调完车
调完车的	调完车的
好是的	好使的
好是的	好使得
13弯	沙湾
弯	湾
跳车	挑车
必撞	B幢
冲冲冲	从匆匆
是的	使得
继续稳	记叙文
滑行	话辛
滑	画
滑	划
是的	事的
没事的	没事的
又向前	领袖向前
出弯	出完
第7	第期
雪车	雪晨
出弯	大厨完
在那7	灾难期
0.11	明年一一
金银铜	经营铜
金银铜	经营铜
前几个	潜几个
一哥	E哥
这个弯	这个玩
领先	里间
里间接	里间接
停留久久	停留99
久久停留	99停留
吴青泽	武青泽
然后后面	然后后面
室外的	是外的
然后后来	然后后来
展示出	展售出
尼古拉斯戈珀	尼古拉斯胳膊
稳稳地起	稳稳地企
夺了一银	度了一银
能见度	能电度
没做的	没坐的
铁杆道具	铁盖到就
double cork	大伯，靠
周偏	周篇
起跳台	写跳台
double cork	double靠
呲完了	次完了
triple cork	triplek
横呲接一个	行次街一个
横转	恒转
大跳台	大特台
nose butter	note吧te
本巴克利	本bug
横呲	横4
世界杯大跳台	世界杯大特台
瞭望台	嘹望台
gap	盖破
Japan抓板	摘判抓板
直呲	植祠
只比	执笔
triple cork	吹摹靠Q
nose butter	note，吧te
double cork	达报call
坡障	坡照
铁杆	铁盖
铁杆道具	铁盖道具
U型	游行
吊杆	钓竿
反拧	樊宁
雪速	血素
单脚呲	单调次
反拧	反您
630下	6块3下
冲击	充机
double cork 1260	OK1260
冰墩墩	兵吨
搓雪动作	撮学动作
坡面障碍	铺平障碍
横呲	头吃
板尾板头平衡	单位板头平衡
抓板	抓拌
想站领奖台	巷战领奖台
铁杆	铁钢
double cork	达锅call
反拧	返您
坡面障碍	包面障碍
诸神之战	诸神之战
瞭望塔	辽望塔
网元	馆员
MML	M ml
元视觉工作室	育人视觉工作室
banner	By now
元视觉工作室	语言视觉工作室
banner	Bye now
算力售卖额度	范例售卖额度
视频号发布	视频后发布
数智人中台	数之人中泰
飞图	非to
云录制	原路质
数智人中台	数字人仲裁
相芯	向心
访问量PV	访问量，TV
访问量PV	访问量TV
访问量PV	访问量PK
rosefinch	Rose French
rosefinch	Rose Finch
rosefinch	Rose. Finch
IOMD体系	iomdtc
IOMD	romd
映按IOMD	In an iomd
映按IOMD	in an romd
达娜埃·布莱	胆囊癌布莱
映按IOMD	In，an iomd
映按IOMD	In，an romd
互娱主库	妇女主妇
互娱主库	互为主库
谷逸飞	古意非
互娱主库	服务于主库
谷逸飞	古亦非
菊池悠希	曲池游锡
zabbix	that takes
汉娜·德梅	很难德梅
zabbix	not because
金东旭	经东旭
Home平台	后母平台
算网平台	上网平台
若尔当·皮埃尔	这儿当皮埃尔
日志超长	日志超长
边缘云部署	边缘与部署
Apple Pay	阿婆陪
张添翼	张天一
伊特扎克	一特查克
低时延容器网络	低CN容器网络
大音咪咕二级	但因咪咕二级
霍赫韦夫	呵呵为负
霍赫韦夫	和后为负
大音平台	大英品牌
会话数	绘画术
斯文·罗埃斯	此文罗埃斯
邵航	上杭
菊池纯礼	支持纯礼
置装专区	痔疮专区
置装费	痔疮肺
置装费	痔疮费
苏研测	素颜色
朴章爀	朴章赫
苏研侧	溯源侧
Amber分析平台	N的分析平台
孙龙	申龙
Flamingo	For me go
Flamingo	Let me go
Flamingo	For me, go
NEMO	乃某
face++	Face加加
谷逸飞	吴亦菲
MediaPipe	media type
ums	U MS
zabbix	that because
冬奥封网	冬奥疯了
低时延容器网络	DC容器网络
负债均衡	负债均衡
MediaPipe	Media pack
hemit	Her meat
hemit	和meat
智能PUSH	智能铺市
智能PUSH	智能朴实
测试2	测试2
何志对元视觉	和这对元视觉
元视觉	原始卷
元视觉	原试卷
何志	禾字
CYD项目	CBD项目
HY项目	hr项目
彼得拉	比德拉
亚萨帕蒂彼得拉	亚萨帕蒂蒂德拉
子弹时间技术	只占时间技术
里安妮德弗里斯	你安尼德弗里斯
里安妮德弗里斯	你安你德弗里斯
阿里安娜方塔纳	阿莉安娜、方塔娜
CYD项目	非外地项目
方塔纳	方塔娜
科琳娜斯托达德	柯琳娜斯托达德
奥莉加吉洪诺娃	噢你家吉洪诺瓦
奥莉加吉洪诺娃	噢腻家吉洪诺娃
吉洪诺娃	吉红洛娃
格温德琳都德	格温德琳都得
克丽丝滕桑托斯	克里斯滕桑托斯
桑德拉贝尔塞伯	桑德拉贝尔、赛博
31+N	31加N
菊池纯礼	菊池纯理
达娜埃布莱	达那埃布兰
达娜埃布莱	答剌开不来
达娜埃布莱	答腊A不来
达娜埃布莱	答那A不来
米哈埃拉赫鲁佐娃	米哈埃拉赫鲁佐啊
佐菲娅	索菲娅
考特妮萨罗	考特尼萨罗
蒂法妮于奥马尔尚	第法你鱼儿玛尔上
蒂法妮于奥马尔尚	第法尼于2马尔上
蒂法妮于奥马尔尚	第法，你于二马上
马尔尚	马尔上
安娜沃斯特里科娃	安娜奥斯特里科娃
瓦伦丁娜阿契奇	瓦伦、丁娜、阿切齐
阿契奇	啊切齐
李有彬	你有冰
金布廷	经不停
辛西娅·马希托	悉心雅玛希托
纳塔利娅马利谢夫斯卡	娜塔莉娅马利歇夫斯卡
纳塔利娅马利谢夫斯卡	娜塔尼亚玛力歇夫思考
纳塔利娅马利谢夫斯卡	娜塔莉亚马利、谢夫斯卡
菊池悠希	菊池、游锡
菊池悠希	菊池哟西
神长汐音	省长吸音
神长汐音	省长息ing
神长汐音	神常吸音
叶卡捷琳娜·叶夫列缅科娃	叶卡捷琳娜耶夫、列缅科娃
汉娜德梅	汉纳德梅
乌利亚娜·杜布罗瓦	乌丽亚娜、杜布罗瓦
张楚桐	张楚彤
西蒙叶利斯特拉托夫	西蒙、叶尼斯特、拉托夫
西蒙叶利斯特拉托夫	西蒙叶尼斯特拉托夫
康斯坦丁伊夫利耶夫	康斯坦丁耶夫利耶夫
西特尼科夫	希特尼科夫
丹尼尔埃博格	当然你要爱伯格
丹尼尔埃博格	但你要爱伯格
马克西姆劳恩	马克西姆、老N
马克西姆劳恩	马克西姆老N
若尔当皮埃尔—吉勒	若尔当皮L一级了
若尔当皮埃尔—吉勒	若当皮L一级了
若尔当皮埃尔—吉勒	若当皮LD急了
皮埃尔—吉勒	皮L一级了
尤里孔福尔托拉	由你恐扶拖拉
尤里孔福尔托拉	尤里孔弗尔托拉
迪兰霍赫韦夫	迪兰、霍赫维夫
辛基克奈格特	心急克奈格特
斯文罗埃斯	斯文罗I斯
罗埃斯	罗艾斯
延斯范特·沃特	严思、梵、特、沃特
吉永一贵	及泳衣贵
宫田将吾	公田江武
宫田将吾	宫田江武
菊池耕太	菊池根泰
菊池耕太	菊池耕叹
菊池耕太	菊池跟碳
小池克典	小池克点
瓦尔纽亚历克斯	哇牛亚历克斯
诺格拉迪本采	洛格拉蒂本彩
孙龙	酸浓
孙龙	酸溶
徐梦桃	其梦桃
自由式滑雪	周式滑雪
这个类别	这个类别
打低分	大地分
非常值得	非常值得
竞技实力	经济实力
难度动作	男个动作
前6个	钱6个
盐湖	盐壶
跃起	月起
室外的	是Y的
周洋来了	中央来了
顶风	鼎丰
去捡	去减
顶风	鼎锋
逆风	逆锋
咪咕	民国
敢上难度	赶上难度
放手一搏	放手一波
两周台	两周泰
金牌数	金牌叔
double full full	W富富
full full	富富
full double full full	副W富富
串成串	穿成串
着陆坡是	着陆博士
开好头	开好头
开好头	开好投
倒是捡	倒是减
绞板	脚板
用髋用膝	用宽用西
磕刀	科刀
任子威	刃子威
double full full	W福岛
五个零	五个灵
full double full full	佛W福岛
double full	double F
double	打宝
double	大包
五个零	5个灵
full double	福double
增加悬念	增加悬念
别乱藏	别乱堂
final 1	翻到1
上届是	上接是
就是快	就是块
一个full	一个富
比赛	笔下
美国这个	买过这个
也上难度	野生难度
里圈	李全
质量一般	质量一半
起跳	起吊
动位	动为
横轴	横周
主裁	主菜
double full	二宝说
瑞士选手	瑞士先走
粘冰	年兵
报圈	抱拳
顶向外道	鼎象外道
顶向	鼎象
犯规了	反馈了
独猛	独懵
double full	得不富
加号	家号
争得	蒸得
进下轮	今夏轮
桐姐	同减
韩雨桐	开一同
full double	full W
桐桐	童童
桐姐	童杰
毫厘	豪礼
雪温	雪魂
齐广璞	奇光谱
广璞	光谱
哪脚	哪角
是逆序	是利息
能站住	能赞助
叫布廷	叫不停
double	大坡
10圈	石川
老猛	龙猛
full full double	副副W
full full	副副
full full double full	副副W付
double full	W付
